gene_id,SRR7819740,SRR7819751,SRR7819759,SRR7819764,SRR7819779,SRR7819802,SRR7819811,SRR7819835,SRR7819862,SRR7819866,SRR7819851,SRR7819863,SRR7819867,SRR7819869,SRR7819870,SRR7819871,SRR7819875,SRR7819885,SRR7819891,SRR7819893
MIR376B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR376C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR378,1,1,0,1,0,0,0,0,0,0,0,1,5,0,0,6,0,1,2,1
MIR379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR3958,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR421,81,18,34,25,36,25,14,13,27,5,4,16,7,2,29,38,3,26,34,31
MIR423A,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
MIR424,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
MIR425,2,1,3,1,1,0,1,0,1,1,0,2,0,1,0,1,0,0,2,0
MIR429,3,2,1,0,2,0,0,1,2,0,0,0,0,0,0,1,0,0,4,1
MIR432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR433,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR449A,0,0,0,1,0,1,0,0,2,0,0,2,0,0,0,0,4,0,0,0
MIR449B,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,3,0,0,0
MIR450A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
MIR450B,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0
MIR451,1,0,4,1,0,6,0,0,8,9,0,0,0,0,0,3,0,0,0,2
MIR452,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0
MIR454,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0
MIR455,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0
MIR483,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
MIR485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR487A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR487B,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR493,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR497,0,1,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,1,0,0
MIR499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
MIR504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR505,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR507A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR507B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR508A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR508B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
MIR543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR545,2,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR551A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR551B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR568,30,11,12,9,6,12,14,10,21,7,3,15,47,54,8,27,14,32,3,16
MIR574,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
MIR578,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
MIR582,0,0,2,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR589,0,0,0,1,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,1
MIR590,7,2,2,5,1,4,3,0,5,0,0,1,0,0,2,1,0,8,3,5
MIR592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR615,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR628,2,1,3,1,0,0,0,0,0,0,0,1,0,0,0,2,0,0,2,5
MIR631,49,30,5,19,44,4,13,3,17,10,8,11,19,4,15,22,6,18,16,20
MIR632,17,9,15,19,19,15,8,6,14,11,5,13,5,14,23,22,13,35,12,20
MIR6516,17,14,7,20,21,6,18,6,10,12,14,3,16,2,7,20,0,13,12,20
MIR652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR6529,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR660,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR664,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR665,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR671,50,47,25,56,61,29,178,25,51,25,160,129,100,60,45,64,36,63,66,62
MIR676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR7-1,30,7,13,12,14,5,21,0,25,3,8,5,15,3,16,24,6,28,29,14
MIR7-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR7-3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR708,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
MIR718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR7180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
MIR759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR761,10,3,8,5,2,7,7,3,5,1,2,4,2,4,2,3,2,5,4,5
MIR764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR769,9,1,3,1,2,3,6,0,0,0,1,2,0,0,8,4,0,11,0,1
MIR802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR872,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
MIR874,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR875,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
MIR876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR8789,0,0,0,0,1,0,1,3,0,0,0,0,0,0,0,0,0,2,1,1
MIR8790,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR8791A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR8791B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR8792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR8793-1,2,1,1,1,2,2,1,1,0,1,0,0,1,1,1,1,1,2,1,0
MIR8793-2,4,2,1,2,2,3,1,1,0,1,0,0,1,1,1,2,1,2,1,0
MIR8793-3,6,3,1,3,2,4,1,1,0,1,0,0,1,1,1,2,1,2,1,0
MIR8794-1,4,1,0,3,2,2,0,0,0,1,0,1,1,1,0,2,0,2,0,5
MIR8794-2,5,1,0,3,2,2,0,0,0,1,0,2,1,1,0,2,0,2,0,5
MIR8795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR8796,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
MIR8797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR8798,26,32,47,30,31,65,34,72,26,29,31,37,12,38,23,27,28,29,14,34
MIR8799A,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR8799B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR8799C,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
MIR8799D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR8799E-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR8799E-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR8799F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR8799G,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR8800,49,22,27,30,42,33,48,18,43,10,18,31,19,29,24,56,22,74,24,51
MIR8801,5,2,3,2,2,2,0,0,0,0,2,1,0,0,2,1,0,3,1,0
MIR8802,0,1,0,0,0,0,1,0,0,0,1,0,0,0,6,0,0,0,0,0
MIR8803,5,0,2,1,2,0,0,0,0,0,0,5,0,0,0,0,0,5,0,2
MIR8804,33,16,23,38,30,6,24,3,37,26,16,6,8,8,12,6,11,7,6,14
MIR8805,0,1,0,0,1,1,1,0,1,2,0,8,4,2,4,1,0,5,0,2
MIR8806,3,2,0,3,2,1,1,0,0,0,1,1,2,0,3,1,0,1,1,0
MIR8807,6,0,1,3,0,0,0,0,0,0,2,0,1,0,0,1,0,1,1,2
MIR8808,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
MIR8809,94,106,59,75,122,80,141,149,192,38,136,119,82,93,43,82,76,125,49,109
MIR8810,18,12,8,5,17,28,4,72,7,3,2,19,5,33,23,18,36,41,7,33
MIR8811,8,3,5,5,6,5,8,7,5,7,19,2,3,6,6,5,3,11,3,11
MIR8812,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR8813-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR8813-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
MIR8814,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR8815-1,2,2,2,0,1,4,0,2,1,2,0,2,2,0,2,2,0,0,0,5
MIR8815-2,2,2,2,0,2,4,0,2,1,3,0,3,3,0,2,4,0,0,0,5
MIR8816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR8817,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR8818,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR8819,1444,841,723,827,980,1260,804,1722,2692,1429,1321,1831,1192,1473,2001,1446,896,1062,1064,1939
MIR8820,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
MIR8821,8,7,8,16,16,11,6,10,4,3,1,2,2,16,5,5,6,12,6,5
MIR8822,48,21,32,23,29,42,14,79,26,6,2,24,17,29,41,59,36,87,20,52
MIR8823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR8824,160,188,115,139,202,93,115,213,271,174,148,174,168,157,158,169,98,146,182,213
MIR8825,5,1,4,3,2,8,14,2,3,0,0,3,4,3,2,0,0,2,0,4
MIR8826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR8827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR8828,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
MIR8829,7,2,4,4,3,1,4,0,0,2,2,5,4,0,0,2,2,3,11,9
MIR8830-1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0
MIR8830-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR8831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR8832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR8833,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR8834A-1,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
MIR8834A-2,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
MIR8834B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR8835,915,986,528,555,1086,717,453,1178,1750,1628,1268,1516,1493,938,629,829,755,872,448,928
MIR8836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR8837,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR8838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR8839,1,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
MIR8840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR8841-1,4,9,1,11,2,1,2,1,5,2,0,6,4,3,3,7,4,5,1,7
MIR8841-2,4,11,1,13,2,1,2,1,6,3,0,7,7,4,3,8,5,6,1,8
MIR8842,32,13,29,20,25,51,10,42,33,18,4,8,6,76,23,31,61,17,10,23
MIR8843,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0
MIR8844,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR8845,0,0,0,1,0,0,0,0,5,0,0,0,0,0,0,0,0,2,0,0
MIR8846,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR8847,0,1,0,0,7,0,0,0,0,0,0,0,2,0,0,1,0,0,2,1
MIR8848,15,11,6,13,12,5,11,7,4,4,10,21,12,7,9,7,14,13,5,18
MIR8849,5,4,1,0,5,2,1,0,0,1,2,1,1,0,0,0,0,0,0,0
MIR885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR8850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR8851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR8852,1,0,0,2,3,0,0,0,0,2,0,0,0,0,4,0,0,4,0,0
MIR8853,2,3,3,6,5,9,3,11,1,2,0,0,0,1,5,20,0,2,0,2
MIR8854,49,55,41,19,29,101,31,92,47,16,15,49,20,82,60,60,54,62,42,56
MIR8855,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0
MIR8856,103,25,42,129,59,23,11,20,60,21,11,57,38,70,29,71,110,105,58,62
MIR8857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR8858,85,31,39,69,77,83,63,11,15,18,5,19,40,16,19,20,2,28,12,24
MIR8859A,4,2,7,0,11,4,21,0,0,3,2,2,1,0,6,2,0,7,0,3
MIR8859B,1,1,3,0,7,6,9,2,0,2,0,6,3,0,2,5,0,10,0,5
MIR8860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR8861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR8862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR8863,5,2,2,6,5,1,1,0,0,1,1,1,3,2,1,0,1,1,3,4
MIR8864-1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
MIR8864-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR8864-3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
MIR8864-4,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
MIR8865,61,100,8,101,45,10,59,46,14,7,26,17,15,2,9,7,8,12,30,26
MIR8866,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
MIR8867,18,15,11,9,17,4,16,8,17,4,13,19,34,32,11,5,15,30,8,21
MIR8868,12,5,5,2,4,9,6,0,1,0,1,3,1,3,6,2,6,5,4,6
MIR8869,2,0,0,2,1,2,0,0,0,0,0,0,2,3,2,1,0,2,1,2
MIR8870,3,3,0,2,3,4,13,0,3,1,2,1,0,0,1,9,2,0,0,7
MIR8871,167,104,78,105,125,86,141,183,167,49,168,151,140,243,119,152,131,184,83,143
MIR8872,6,3,8,8,7,8,6,5,1,0,1,1,0,2,4,0,17,9,4,8
MIR8873A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR8873B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR8874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR8875,0,1,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,7
MIR8876,73,35,27,31,56,30,60,14,35,20,29,43,29,27,27,46,18,52,49,48
MIR8877,9,3,1,7,3,2,2,0,6,0,1,2,2,2,8,3,3,5,1,7
MIR8878,2,0,0,1,2,2,0,1,4,0,2,2,0,0,0,1,1,2,0,0
MIR8879,1,4,2,11,4,4,4,5,0,0,0,1,6,2,0,4,4,4,7,5
MIR8880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR8881,13,8,11,9,14,9,0,1,4,6,0,2,3,18,15,8,6,11,2,25
MIR8882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR8883,66,30,53,43,53,55,26,34,45,34,16,53,22,70,60,66,57,86,24,52
MIR8884,3,0,0,1,2,0,1,0,5,5,10,2,0,2,1,1,0,0,0,0
MIR8885,46,23,47,27,31,41,22,18,15,10,2,12,10,38,41,26,53,53,8,38
MIR8886,41,3,3,6,3,1,2,0,7,6,0,0,8,2,3,3,0,2,2,1
MIR8887,83,43,41,40,49,77,41,73,35,19,24,52,22,47,50,55,50,48,23,45
MIR8888,0,4,1,7,5,5,23,0,1,0,0,0,0,1,0,1,0,3,0,5
MIR8889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
MIR8890,2,0,1,0,3,1,1,0,3,0,2,1,0,0,0,0,0,0,0,1
MIR8891,8,2,10,14,2,7,10,5,17,1,3,0,2,2,10,6,12,7,9,13
MIR8892,12,8,4,7,8,8,11,17,4,4,5,2,4,4,4,11,6,11,5,7
MIR8893,1,0,1,0,3,0,0,0,0,0,0,2,4,1,0,0,0,0,2,2
MIR8894,1,2,0,0,1,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0
MIR8895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR8896,14,2,6,6,5,0,4,0,0,0,0,0,2,1,3,1,0,12,2,0
MIR8897,13,15,10,14,18,14,12,10,17,6,0,14,7,35,25,29,13,36,8,18
MIR8898,3,8,9,8,5,10,4,2,8,5,1,7,1,41,8,4,7,14,2,8
MIR8899,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
MIR8900,2,0,0,0,3,1,0,0,0,0,0,0,1,0,2,0,5,0,0,4
MIR8901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR8902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR8903,12,7,9,10,14,10,7,3,9,4,5,10,6,14,13,6,10,27,2,12
MIR8904A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR8904B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
MIR8905,3,0,2,1,5,0,2,0,0,0,4,0,0,0,0,0,0,2,0,2
MIR8906,12,4,3,13,5,6,5,1,3,2,1,0,10,6,6,2,0,7,2,14
MIR8907,16,3,5,4,5,7,2,0,2,0,0,6,5,0,4,4,1,1,0,4
MIR8908A-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR8908A-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR8908A-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR8908A-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR8908B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR8908C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR8908D-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR8908D-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR8908D-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR8908E,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR8908F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR9-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR9-2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR9-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR92A-1,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0
MIR92A-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR92B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR99A-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
MIR99A-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR99B,1,1,0,0,1,0,2,0,0,0,0,0,1,0,0,0,4,3,0,0
MIRLET7A-1,1,3,1,2,2,0,4,0,3,0,1,0,1,0,0,9,3,4,2,2
MIRLET7A-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIRLET7B,11,5,1,6,12,1,11,2,18,2,4,8,3,4,2,11,0,10,6,6
MIRLET7C,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
MIRLET7D,115,16,22,20,52,16,33,1,137,13,20,53,24,10,23,54,10,26,72,68
MIRLET7E,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
MIRLET7F,2,0,0,1,0,0,1,0,2,0,0,1,0,3,0,1,0,0,0,1
MIRLET7G,0,0,1,0,1,0,1,0,1,0,0,2,0,0,0,2,0,2,2,0
MIRLET7J,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MITF,238,280,275,381,143,1691,383,1311,354,308,63,453,93,271,593,782,232,451,117,684
MLANA,33,25,51,62,79,0,0,0,113,31,22,60,0,44,47,47,38,36,47,81
MLN,19,0,0,4,0,0,0,0,10,0,0,0,0,0,0,13,0,0,0,5
MLNR,25,16,24,16,28,14,11,0,16,12,20,0,5,0,0,45,3,11,0,19
MLPH,2034,274,637,293,1507,10,23,93,1137,342,202,397,1350,904,1868,1104,825,1356,415,1429
MME,15106,1343,4910,6848,3624,579,1439,1517,12353,4539,3200,4066,10060,25395,37769,11308,5502,5939,2708,14605
MMP11,544,211,120,311,255,240,1006,444,368,212,950,2241,450,196,307,1546,421,851,190,395
MMP12,469,123,154,495,217,182,29,52,11731,278,1233,14346,331,2004,1939,1777,7590,5536,0,5739
MMP3,0,0,20,0,0,25,0,0,19,31,8615,148,114,1278,78,5,244,200,0,7
MMP7,94,385,1819,60,1315,0,0,0,347,235,827,275,232,1096,1112,652,613,1277,0,1104
MMP9,5787,74,510,298,525,349,225,2718,3124,1971,17927,17013,17958,836,986,2902,4305,4381,93,16960
MPHOSPH8,1319,975,963,1086,1156,980,643,767,2118,681,728,1518,1255,1544,1806,1572,1185,1937,1110,1860
MPP1,1628,1845,924,1214,1683,2725,5948,5898,3742,1170,2803,4853,1855,2062,1839,2797,1266,2493,1078,3467
MRGPRF,346,528,374,499,222,737,5266,1030,1110,517,1516,1847,499,73,565,800,47,312,85,772
MRGPRG,0,8,0,0,0,147,22,11,13,30,0,0,0,0,0,0,0,0,0,52
MRPL33,1209,1097,663,894,1353,915,1322,1400,2950,2902,2179,2339,1840,1606,1194,1161,995,1187,861,1480
MRPS35,2736,1323,879,1096,1604,1055,777,1609,4083,2331,1660,1771,2719,1775,1677,1999,1223,1601,1601,1738
MS4A1,6,0,9,17,0,9,0,0,21,7,80,23,0,15,43,31,0,26,10,13
MS4A2,83,20,99,272,47,675,320,86,620,602,130,112,25,35,217,558,55,36,52,460
MSMO1,830,2385,1203,397,3407,495,361,243,1752,2264,657,955,1139,1161,1036,727,1213,1525,458,1985
