gene_id,SRR7819740,SRR7819751,SRR7819759,SRR7819764,SRR7819779,SRR7819802,SRR7819811,SRR7819835,SRR7819862,SRR7819866,SRR7819851,SRR7819863,SRR7819867,SRR7819869,SRR7819870,SRR7819871,SRR7819875,SRR7819885,SRR7819891,SRR7819893
LOC100855540,17,1209,1870,241,921,27970,419,2606,25926,10209,933,1345,190,192,1097,9409,928,86,8,2437
LOC100855558,19,1049,1688,299,1045,26181,434,2755,23069,9386,1204,1375,352,217,1057,10432,876,86,5,2470
LOC102154339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC106557476,27519,23416,10623,21617,21566,16611,24313,16966,73471,26444,42029,64545,29096,27983,21405,21010,23098,43966,8772,36109
LOC106558262,9,9,4,6,2,5,3,3,3,8,5,3,4,2,5,2,1,3,3,3
LOC115945163,34,18,14,17,17,39,18,20,17,13,19,13,8,21,9,3,4,6,9,10
LOC403555,347,314,214,224,293,171,273,104,454,178,295,420,281,431,340,333,267,455,227,410
LOC403581,43528,53602,22927,39518,46196,21074,52707,36877,69793,55132,41564,60582,51618,41383,37920,42929,31552,39610,32277,50473
LOC448801,76,84,249,138,283,2217,3055,603,1434,1266,1364,648,16,180,390,299,146,215,178,1037
LOC474938,12,26,17,0,34,43,23,21,29,45,25,35,25,32,72,0,0,13,25,535
LOC475395,17,12,21,0,25,4,0,0,3,22,3,7,11,7,17,4,0,0,0,52
LOC476445,139,45,53,54,85,31,52,61,33,13,45,42,53,42,69,74,37,117,71,121
LOC478000,4174,868,1203,229,529,12820,5183,10866,3796,8684,2690,3296,13663,4687,2824,521,2382,3017,531,10016
LOC478001,55,71,10,12,19,758,43,434,36,58,15,320,100,13,5,19,295,36,27,78
LOC479649,0,0,0,0,0,5,8,0,0,0,19,5,0,0,6,0,0,0,0,0
LOC480600,8,0,0,0,0,5,3,0,0,0,9,0,16,0,16,0,0,0,0,8
LOC480784,0,146,738,922,2029,2448,1605,592,3337,1113,162,2340,428,719,2559,1115,178,295,34,3924
LOC481674,930,220,426,758,913,70,85,57,793,178,199,282,800,136,316,573,56,288,1468,705
LOC606863,119,28,60,115,33,205,58,54,101,19,24,84,92,151,1253,149,201,69,20,98
LOC609402,194,4087,9902,833,1626,87013,0,11043,106470,22586,3757,2493,371,630,5721,31846,5662,88,10,3644
LOC610760,1836,1700,970,1390,1809,1651,1902,3303,2316,1301,1848,2098,1478,1484,1337,1720,850,1563,1754,2076
LRTOMT,810,515,437,556,624,209,449,369,1273,615,413,509,816,841,602,654,311,468,502,780
LSM4,2038,2146,1129,1387,2204,1634,2260,2983,3910,3194,4775,3174,1912,2285,2220,2412,1822,1965,1535,2816
LSM7,855,983,328,629,820,447,1059,1324,1426,1216,2139,1425,1322,847,817,893,689,947,838,927
LTA,15,0,6,10,0,5,0,0,0,7,8,2,11,10,29,34,9,0,0,5
LTB,189,18,40,99,64,24,69,36,139,212,271,90,149,17,136,254,22,40,29,66
LTF,32529,8418,29320,40810,36375,457,1413,1793,147413,20849,364436,108724,29899,89672,161579,72397,193971,160371,10638,188621
LUC7L2,4615,2558,2663,2632,3249,2504,2211,1605,6043,2018,2089,4496,5021,5753,5099,4554,4320,5046,3782,5140
LY6G5C,19,11,8,7,14,16,44,0,4,9,33,6,40,0,24,92,7,26,12,10
LYZ,1476,293,525,738,399,3950,2112,3034,3333,2513,1066,3109,223,1525,2266,5648,904,1479,648,3195
LYZF2,5293,2557,2195,2828,466,29,132,389,969,333,200,129,92,9576,1483,1578,1404,183,768,65458
MACO1,1209,1615,898,852,1032,3295,1483,5641,1716,874,1323,1249,865,1724,1743,1440,940,1336,840,1394
MADCAM1,10,4,6,109,12,0,80,9,78,13,41,5,6,0,0,87,8,19,56,23
MAGEB10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAL,6221,2830,4160,3048,3243,3934,26,6094,8931,7850,703,2078,9491,7226,7532,4545,2517,4397,1074,10652
MAOA,1674,2737,1571,1744,1582,10497,2714,7204,1988,1660,539,2205,958,2590,2553,2749,2404,3017,871,2867
MAOB,345,1837,435,362,556,8665,828,7174,783,1015,49,266,66,669,933,864,127,88,134,1037
MAP2K1,3124,2442,2423,3012,2884,5073,8107,3702,6497,2064,3385,4595,2445,5770,3359,3199,3738,4897,2009,4083
MAP2K2,2647,2416,2025,2315,2794,2588,2759,3619,2912,1654,2832,2628,1867,2686,2326,3027,1897,2395,2768,3652
MAPK1,3686,2622,3204,2693,2972,5859,3508,4215,4615,1741,2075,4234,2114,4916,4145,3753,4784,5922,1739,4166
MAPK14,1176,895,1570,1365,1040,2840,1393,2198,1638,855,567,1426,354,1730,1773,2197,1680,1901,1105,2455
MAPK3,2301,2358,2169,3237,2228,3597,5681,4591,4775,2941,4456,4846,3652,5782,4817,4691,2692,4342,2234,5503
MAPRE1,2607,2378,1766,2098,2616,3708,2932,3333,5483,2653,4341,6765,3277,3785,3474,3781,4005,5043,1445,3756
MAPT,300,297,154,55,528,426,17,1206,255,290,829,217,216,140,192,258,116,460,194,446
MAS1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAT2A,11694,9447,6431,7651,17685,14090,7942,5721,16161,5534,4805,10683,8688,6730,11142,11480,5234,11180,11773,10695
MATR3,16269,8243,13685,11203,9619,10924,6068,8390,27655,5351,8479,15134,13517,29856,19206,15461,18580,21212,13632,16521
MAVS,1883,756,1479,1405,1574,1564,962,1407,1489,521,828,1559,718,2150,2107,1865,2196,3002,736,2475
MBOAT4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MC1R,21,16,11,8,26,6,14,0,2,3,25,52,65,16,19,10,20,23,4,40
MC3R,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,2,0,0
MC4R,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
MCHR1,15,0,0,0,14,15,0,9,14,9,3,7,9,0,0,10,0,0,0,21
MCHR2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,0,0,0,0
MCL1,13803,4505,11643,9802,8297,9318,7181,4823,22251,7580,3889,10707,7784,15277,21720,19170,17649,20975,9292,21671
MCMBP,3893,2076,1864,1842,2164,3531,2927,1733,3959,1601,1958,2921,1543,3001,3768,3577,3789,4020,1380,4088
MCPH1,1139,839,638,750,871,1202,1601,1068,1243,862,1012,1532,1377,2136,1554,1642,1044,1700,682,1304
MDM2,3111,2526,2017,1976,3643,2048,2995,1385,4967,1560,2129,3765,2488,3586,3723,3887,3007,4060,1994,2900
MED21,506,618,280,340,697,648,523,1079,1256,803,906,907,339,782,580,517,490,676,258,664
MED7,1028,407,546,584,597,503,638,472,2009,922,928,1147,980,1118,835,869,768,906,717,962
MEF2B,132,107,68,164,123,117,227,116,137,79,341,107,253,120,129,293,53,182,110,164
MEN1,1253,1103,702,919,1213,452,891,519,1235,584,981,1138,1404,1367,964,1402,973,1607,717,1248
MEPE,0,0,0,0,0,0,0,0,0,0,422,0,0,0,0,0,0,5,0,0
MET,1468,1296,1206,4056,1091,5114,811,3707,1213,554,168,1667,397,3410,2755,1852,4521,2981,339,1947
MFN2,3341,2202,2606,2434,2607,3869,2303,7568,3629,1281,1606,2902,1285,3640,3248,3656,2472,3561,1590,4953
MGAT4F,9,7,3,7,5,4,19,3,0,6,0,1,0,0,14,5,0,9,0,0
MGMT,353,265,226,287,279,295,416,353,400,402,234,385,681,420,316,315,424,383,592,254
MGST3,1495,3575,1034,1587,2465,10701,6401,21048,7215,5554,5319,5688,2681,1510,1784,2899,1283,2833,837,4785
MIIP,917,439,239,485,502,302,1234,340,602,320,674,732,648,352,399,594,230,462,418,503
MIP,7,12,13,9,7,4,7,0,0,14,8,0,23,0,0,17,7,9,11,0
MIR1-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
MIR1-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
MIR101-1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1
MIR103-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR103-2,2,0,2,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
MIR105A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR105B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR106A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR10A,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1
MIR10B,1,3,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
MIR1185,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR1199,9,9,3,6,10,0,2,5,1,4,1,0,3,0,4,0,0,0,2,3
MIR122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR124-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR124-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR124-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR1249,76,12,16,12,48,2,15,18,25,3,24,20,21,18,9,23,4,13,36,36
MIR125A,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2,0,0
MIR125B-1,0,0,1,1,0,0,1,0,0,0,0,2,0,0,2,2,0,2,0,0
MIR125B-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR126,2,5,0,3,2,4,9,2,19,1,1,4,0,0,4,10,0,2,0,4
MIR127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR1271,0,1,1,1,1,1,0,0,0,0,0,0,0,3,0,5,0,3,0,0
MIR128-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR128-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR129-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR129-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR1296,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
MIR1301,0,0,3,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,2
MIR1306,21,20,15,14,26,17,16,10,22,6,10,13,5,24,11,34,22,55,18,16
MIR1307,2,1,1,0,1,1,1,0,0,0,0,1,0,0,0,2,0,0,2,0
MIR130A,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
MIR130B,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
MIR132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR133A,2,2,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,18
MIR133B,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,4
MIR133C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR1343,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR135A-1,4,6,5,6,8,3,5,1,6,2,3,2,5,4,3,4,1,5,6,1
MIR135A-2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
MIR135B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR138A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR138B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR140,1,0,0,1,1,0,0,0,5,0,1,1,3,1,0,1,0,6,0,4
MIR141,5,1,1,0,2,0,0,0,6,0,0,1,0,0,0,3,0,0,3,9
MIR142,5,1,1,1,2,3,20,15,7,0,4,2,0,0,1,9,0,5,1,6
MIR143,7,6,5,6,5,1,2,1,6,0,0,5,1,0,2,6,1,7,3,3
MIR144,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
MIR145,8,5,8,7,10,1,3,6,9,3,0,7,2,2,3,12,1,16,9,4
MIR1468,1,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
MIR146A,1,0,1,0,0,0,2,0,1,0,0,0,0,0,1,1,0,1,0,0
MIR146B,5,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,1,0,0
MIR147,287,88,224,381,272,74,27,42,2140,410,945,425,330,595,577,1131,744,369,27,1361
MIR148A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR148B,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR152,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
MIR153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR155,5,3,2,2,4,11,10,1,10,7,4,5,4,3,1,10,10,4,1,6
MIR15A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR15B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR16-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR16-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR181A-1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR181A-2,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
MIR181B-1,0,1,2,0,2,0,0,0,1,0,0,2,0,0,0,0,0,0,1,0
MIR181B-2,2,1,2,1,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0
MIR181C,1,0,0,0,0,0,3,0,1,0,0,0,0,0,0,1,0,0,0,0
MIR181D,2,1,0,0,1,0,0,0,2,1,0,5,1,0,0,1,0,1,0,2
MIR182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR1835,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2,0,0,0,0
MIR1836,17,1,6,3,11,3,9,4,7,2,4,2,7,1,3,4,0,9,4,8
MIR1837-1,4,7,5,9,12,5,2,3,4,4,2,2,5,7,7,7,3,6,16,4
MIR1837-2,4,8,5,10,13,6,3,3,5,4,3,2,6,8,8,7,3,7,19,5
MIR1837-3,4,9,6,11,14,7,3,3,5,4,3,3,7,9,9,8,3,8,22,5
MIR1838,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0
MIR1839,2,3,0,6,3,2,2,0,3,1,4,2,3,3,0,0,4,2,4,3
MIR184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR1840,0,1,0,0,2,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR1841,110,111,50,67,130,86,109,117,121,71,152,135,185,106,107,92,75,117,91,129
MIR1842,30,34,9,37,59,22,79,50,55,18,52,39,37,30,13,46,5,19,29,27
MIR1843,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,0,0,0,0,0
MIR1844,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2
MIR185,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR186,5,0,7,0,3,2,1,0,5,0,0,1,0,3,1,1,0,4,0,4
MIR187,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
MIR18A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR18B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR190A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR190B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR191,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
MIR192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR193A,0,3,0,2,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
MIR193B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
MIR194,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
MIR195,1,0,0,0,2,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0
MIR196A-1,0,0,0,0,0,0,1,0,0,0,0,2,2,0,0,1,0,0,0,0
MIR196A-2,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
MIR196B,3,0,0,3,0,2,2,3,1,2,0,0,0,0,0,2,0,3,1,3
MIR197,7,10,6,5,15,9,21,2,13,6,9,7,14,9,10,12,6,10,7,10
MIR199-1,2,0,0,2,4,1,6,0,2,0,3,2,0,0,0,0,0,3,0,1
MIR199-2,0,1,0,2,0,3,3,0,2,3,2,6,0,0,0,1,0,2,0,0
MIR199-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR19A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR19B-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
MIR19B-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR200A,3,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
MIR200B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR200C,2,0,2,0,1,0,0,0,2,0,0,5,0,0,0,2,0,0,4,2
MIR202,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
MIR203,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR204,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0
MIR205,30,21,7,13,81,0,0,0,22,7,25,21,15,4,10,19,8,19,9,53
MIR206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR208A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR20A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR20B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR21,7,1,4,0,2,3,10,0,27,0,3,15,5,1,1,18,0,2,6,7
MIR210,1,0,1,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
MIR211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR2114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR214,42,8,10,14,9,16,116,4,113,16,160,188,4,11,17,18,0,17,9,36
MIR215,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR216A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR216B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
MIR218-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR218-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
MIR219-1,4,1,1,2,2,0,4,1,6,1,2,1,2,0,1,1,1,1,1,6
MIR219-2,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0
MIR22,7,5,6,9,9,20,33,1,12,8,6,17,8,8,2,10,15,16,0,11
MIR221,1,2,0,0,1,1,1,0,3,1,2,2,0,2,3,2,1,6,1,1
MIR222,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0
MIR223,2,2,1,2,0,5,0,0,2,4,0,0,0,1,5,31,0,1,2,5
MIR224,0,0,0,1,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
MIR2387,2,0,0,1,2,2,1,0,0,2,0,0,1,0,0,1,0,0,0,1
MIR23A,1,5,1,0,4,4,4,0,7,3,0,2,2,4,6,12,0,2,0,6
MIR23B,10,5,2,2,12,4,10,0,15,1,3,12,2,3,4,19,0,8,3,13
MIR24-1,72,23,9,34,53,19,59,1,47,16,20,96,33,46,33,99,12,77,20,69
MIR24-2,6,11,7,8,29,7,13,3,22,9,5,5,5,2,15,47,5,4,2,22
MIR2483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR26A-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
MIR26A-2,0,0,1,0,0,1,1,0,0,0,0,0,0,0,2,1,0,1,0,0
MIR26B,1,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0
MIR27A,9,11,8,6,18,8,13,3,6,15,4,3,3,2,28,46,4,6,3,17
MIR27B,30,14,8,11,22,9,28,0,36,8,7,48,5,13,8,41,12,38,12,40
MIR28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR29A,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0
MIR29B-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR29B-2,4,4,3,7,7,10,40,4,6,1,3,3,2,0,2,4,0,1,1,10
MIR29C-1,14,12,8,13,11,10,62,5,18,9,6,9,13,4,4,28,3,9,18,23
MIR29C-2,15,14,8,13,13,12,74,6,21,9,7,10,13,4,5,31,3,10,20,25
MIR300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR301A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR301B,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR302A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR302B,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
MIR302C,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,2,0,0
MIR302D,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
MIR30A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR30B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR30C-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR30C-2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
MIR30D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR30E,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR31,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
MIR32,1,3,1,0,0,1,1,0,2,0,3,1,1,2,2,3,4,2,1,2
MIR320,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
MIR323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR324,27,27,6,19,42,8,28,7,21,6,18,17,19,3,15,14,1,11,27,28
MIR325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
MIR326,0,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR328,29,16,4,11,35,1,7,0,17,1,14,18,38,4,14,24,7,33,21,14
MIR329A,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR329B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR330,0,0,0,1,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0
MIR331,1,1,1,3,3,1,3,0,3,0,0,1,0,0,4,2,0,0,0,0
MIR335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR338,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR339-1,12,3,3,3,8,2,4,0,14,2,3,5,3,7,2,4,3,7,3,8
MIR33A,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
MIR33B,10,3,0,3,7,0,3,3,5,0,5,2,1,0,4,1,0,3,2,2
MIR340,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
MIR342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR345,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,0,0,1,0,0
MIR346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR34A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR34B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR34C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR350,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR363,2,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR365-1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR365-2,5,3,2,3,7,10,7,1,1,2,2,0,1,0,3,3,0,6,1,0
MIR367,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2,0,0,1,0,1
MIR369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR370,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR371,10,7,10,9,9,3,5,0,11,2,10,1,4,0,26,10,1,2,12,12
MIR374A,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR374B,72,20,40,22,60,22,17,2,27,6,3,17,12,8,34,39,11,24,40,41
MIR375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR376A-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR376A-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR376A-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
