"gene_id","SRR7819740","SRR7819751","SRR7819759","SRR7819764","SRR7819779","SRR7819802","SRR7819811","SRR7819835","SRR7819851","SRR7819862","SRR7819863","SRR7819866","SRR7819867","SRR7819869","SRR7819870","SRR7819871","SRR7819875","SRR7819885","SRR7819891","SRR7819893"
"CYP4A38",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CYP4A37",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"CYP4A11",3,11,1,8,3,2,0,0,2,2,0,1,4,1,0,10,4,6,0,10
"AKR1A1",2311,2082,1640,1659,2146,1474,1692,2513,2296,3202,2993,2252,2415,2397,2238,2255,1572,2410,2182,3279
"PRDX1",10293,7573,7245,6827,8365,8059,6878,19439,18392,24365,16952,13130,12678,14452,9278,11603,10566,13802,25319,16190
"OR11J6",0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"OR11G5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OR11G2B",0,0,0,1,0,0,0,0,0,0,0,0,3,0,2,0,1,1,0,0
"OR11G9",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RPPH1",36,77,26,108,40,13,100,344,19,34,21,205,79,3,5,31,5,8,9,6
"APEX1",3354,3546,1863,2699,3478,1159,1980,1583,4084,4118,3739,2761,3462,3526,2311,4721,3399,3314,2970,3116
"RNASE4",920,1222,1237,1072,1523,467,259,561,500,2027,1989,1902,1281,2120,1678,2254,1023,2353,402,2290
"LOC475395",8,7,11,2,13,2,0,0,1,1,4,9,5,5,7,1,0,2,0,27
"RPGRIP1",100,93,37,128,70,27,183,48,164,154,101,39,193,70,39,107,48,76,72,102
"MIR8838",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NTS",8,6,4,13,10,0,0,5,19,9,0,18,27,3,62,5032,0,11,0,2
"KITLG",452,257,562,503,428,319,203,71,15,215,232,146,56,1402,920,894,718,941,91,577
"ATP2B1",1460,787,1243,963,1180,2022,1471,1116,1403,2745,3050,583,2113,5022,2335,1755,3744,6264,355,2603
"DCN",5937,22279,17945,37822,5033,110772,111085,56351,30543,116745,31681,73536,4481,8632,34157,64989,5324,8339,4215,117613
"MIR8840",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"UBE2N",746,651,519,506,680,666,636,493,1038,1730,1389,1113,914,1176,955,882,1069,1298,501,936
"MIR331",1,1,2,3,2,1,4,0,0,3,1,0,0,0,4,1,0,0,0,0
"MIR135A-2",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"MIR8837",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PMCH",37,10,4,2,2,3,3,9,12,36,27,3,12,10,0,12,11,14,8,5
"IGF1",31,15,66,329,15,284,232,40,24,70,66,84,16,59,13,98,5,45,8,69
"HSP90B1",17706,11492,10416,14253,10824,11595,20592,8542,35332,34079,26343,5084,20285,31826,18528,14860,23191,28312,17680,22702
"GYPA",0,0,0,0,0,3,0,0,0,9,0,0,0,0,0,2,1,0,0,0
"EDNRA",246,207,317,471,180,246,320,272,361,315,1205,388,445,2192,454,390,1267,2350,101,412
"TLR2",1530,548,2294,1998,899,684,537,738,569,2171,1377,563,1291,1692,1486,2006,1395,1416,2495,2737
"SFRP2",730,326,1520,1854,690,237,22684,41,12219,5190,41492,61,3814,15919,1673,405,957,4122,2350,1079
"GUCY1A1",320,89,186,308,112,313,825,66,139,555,699,123,132,284,408,467,823,799,140,201
"GUCY1B1",137,170,150,348,126,517,1113,143,192,505,950,164,70,162,245,540,478,961,55,196
"ETFDH",1593,1088,1114,1010,1696,2506,1008,4330,811,2183,1714,1085,1262,1695,1300,1263,1264,1836,1331,1733
"NPY1R",24,12,64,26,19,42,13,11,1,52,13,33,0,3,182,89,0,2,6,7
"NPY5R",0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,3,0,0,1,0
"MSMO1",183,711,279,100,816,127,83,67,117,364,191,531,214,286,209,160,306,401,114,460
"MIR8862",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MIR8793-1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MIR8793-2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MIR8793-3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MIR8849",5,3,1,0,2,2,0,0,5,0,2,1,1,0,0,0,0,0,0,0
"MIR8907",14,4,4,4,4,7,2,0,0,3,6,0,5,0,4,3,1,2,0,3
"MIR8794-1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MIR8794-2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MIR8906",14,7,2,18,12,9,4,6,2,8,0,9,17,3,5,5,2,5,2,14
"MIR8852",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NPC1L1",43,20,18,49,22,14,16,17,72,46,54,32,52,64,98,79,47,186,16,76
"LOC403581",19566,23646,10026,17740,20807,9478,24049,16796,18860,31851,27234,24477,22838,18600,16918,19669,14372,18071,14680,22980
"MIR8853",3,9,3,8,10,6,3,8,1,0,2,3,0,0,0,18,0,1,0,5
"OR2F1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TAS2R41",0,0,0,0,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0
"CLCN1",27,19,9,13,21,39,36,35,6,87,18,22,57,25,31,39,10,27,10,94
"CASP2",831,589,360,480,600,266,505,295,443,761,785,472,591,528,482,641,541,740,439,588
"TAS2R40",28,19,5,7,27,37,8,13,16,57,35,25,43,14,25,43,14,23,23,62
"TAS2R39",3,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,2,0
"TAS2R38",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TAS2R5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"TAS2R3",0,2,3,3,1,1,2,0,2,0,1,0,0,0,3,3,0,2,1,3
"SSBP1",679,662,337,435,625,388,713,657,819,1588,1126,962,1137,694,742,854,465,745,499,782
"HIPK2",490,290,805,684,553,2671,164,2133,135,186,187,109,169,1168,598,434,1108,505,202,604
"LUC7L2",2330,1262,1316,1311,1623,1242,1087,807,1037,3003,2208,975,2465,2804,2481,2280,2133,2562,1885,2545
"FMC1",439,328,334,411,500,227,268,406,263,626,456,544,519,358,388,431,221,221,404,406
"MIR490",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MTPN",418,309,442,404,415,774,456,420,103,396,478,293,76,768,510,522,907,729,178,531
"MIR8847",0,1,0,0,6,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1
"MIR8863",8,4,3,7,9,2,3,0,1,0,2,1,6,3,4,3,1,3,3,6
"SSPO",674,66,79,199,242,24,26,10,82,109,69,18,267,82,158,70,42,248,321,208
"KCNH2",63,21,59,34,67,93,120,120,71,135,225,36,207,197,107,46,135,333,5,83
"NOS3",179,574,362,456,285,1590,2495,244,850,637,990,233,257,202,407,1068,269,635,91,575
"FASTK",1610,1163,720,1170,1589,807,1581,884,1436,1445,1839,888,1833,1182,718,1309,791,1466,987,1555
"MIR671",95,76,43,111,109,46,315,44,278,95,234,47,199,104,82,116,77,117,112,128
"MIR8855",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
"MIR8850",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MIR8851",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MIR153",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"VDAC3",1426,1393,686,1077,810,1725,920,2221,1969,2502,1727,1494,1316,2115,2014,2094,1694,1378,767,1717
"AP3M2",18,9,15,5,8,74,10,107,16,29,39,12,11,19,17,60,12,23,3,46
"MIR486",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MIR8854",46,45,41,24,27,103,28,81,12,49,49,15,22,75,61,51,47,66,40,64
"MIR8799D",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ADAM9",962,522,749,929,642,2624,1176,2419,669,1993,3005,545,521,2535,2610,1906,3085,3358,432,2986
"STAR",1,3,0,2,3,1,0,0,0,0,0,1,0,0,0,0,0,0,3,2
"ADRB3",1,20,1,6,1,57,19,118,2,3,3,5,0,1,0,2,0,0,2,1
"FUT10",58,64,42,35,67,79,77,70,26,120,115,98,68,56,98,117,60,84,44,122
"MBOAT4",1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2,1,1
"LEPROTL1",837,531,551,607,581,833,841,621,633,1265,1004,667,859,819,778,1012,702,1245,441,854
"MIR8856",90,23,37,118,46,21,9,15,11,55,45,18,35,69,32,69,119,94,55,59
"MIR8848",18,11,6,15,14,4,12,12,15,7,20,3,12,14,7,12,17,12,6,18
"DLC1",322,764,396,1235,442,3271,2941,3360,1076,865,1152,402,335,401,554,946,426,1158,311,641
"MIR383",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"F11",298,29,73,52,92,128,18,34,21,239,56,29,397,68,375,57,13,218,78,57
"KLKB1",1206,275,340,245,489,645,54,1251,100,1467,402,326,1103,785,2375,610,360,1227,388,580
"CASP3",370,305,179,191,291,421,252,307,249,539,637,190,235,319,344,389,454,630,196,360
"RWDD4",599,478,534,427,568,790,511,564,319,1443,808,766,437,1176,809,803,1119,933,421,752
"SPCS3",969,557,866,705,725,912,690,758,1095,2212,1246,788,943,1137,762,1051,1225,1148,759,1167
"MCPH1",573,433,318,383,444,601,836,560,524,660,787,447,737,1059,768,845,541,852,346,667
"ANGPT2",104,54,86,298,56,223,1080,93,313,353,331,112,38,97,164,310,259,283,41,161
"DEFB1",16,27,61,9,110,1,0,0,25,12,34,134,11,66,7,89,11,9,11,67
"DEFB4A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CBD103",20,612,131,27,1149,0,2,1,23,20,335,466,102,121,53,115,183,82,0,158
"SPAG11E",0,0,7,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"SPAG11B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DEFB105A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TPO",1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3
"RNASEH1",537,636,296,404,615,417,392,650,582,998,609,514,755,698,508,597,314,562,499,638
"ADAM17",815,472,646,534,826,758,684,507,443,750,922,297,457,956,913,925,866,1274,522,1196
"MIR8846",0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TRIB2",359,86,158,243,161,125,236,52,155,280,511,77,304,434,146,244,361,912,165,264
"MIR8845",1,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0
"RHOB",1248,1544,1321,1238,2106,6663,6249,3953,1365,2227,1290,1911,1143,835,3050,2670,925,2043,270,2339
"MIR1301",0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
"RAB10",1269,1157,1653,1120,1561,1715,1336,1466,1037,2415,1770,1063,964,2569,1656,1246,2490,2195,843,1579
"SELENOI",165,86,277,134,172,208,36,71,64,117,168,111,55,214,142,144,315,337,72,197
"KHK",453,257,208,229,416,186,169,230,378,338,307,246,467,459,643,356,105,341,542,354
"GCKR",143,180,48,154,199,158,138,153,176,237,154,75,135,106,124,94,55,167,259,245
"MIR1837-1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MIR1837-2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MIR1837-3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MRPL33",410,381,229,295,444,292,461,525,679,909,746,873,585,547,365,377,329,367,259,467
"PPP1CB",1787,1625,2237,1596,2243,2347,1164,1408,1315,2836,3162,2144,590,3312,3336,2973,4022,3810,1361,3823
"PCARE",5,30,12,8,59,3,4,2,18,10,25,32,89,204,47,87,25,28,1,8
"SRD5A2",1,21,2,2,0,46,4,14,1,1,1,11,0,2,2,0,9,11,0,15
"EIF2AK2",160,44,205,267,66,243,119,70,84,185,149,30,121,364,769,174,640,239,112,220
"CYP1B1",789,234,1037,1512,588,2076,1734,810,216,541,1097,249,1249,3162,1725,1176,2474,4624,304,4954
"CDKL4",12,7,9,25,9,40,7,3,3,31,17,9,10,45,24,16,36,13,9,12
"SLC8A1",31,113,117,122,72,518,201,227,43,99,192,23,16,207,120,69,269,404,18,121
"MAL",3113,1403,2071,1512,1618,1940,11,3030,352,4445,1023,3948,4726,3482,3630,2283,1219,2193,538,5345
"NPHP1",191,120,62,156,109,87,123,63,193,289,258,154,473,427,215,207,141,326,50,185
"TPC3",175,132,149,450,89,1122,1893,1143,712,657,900,344,209,262,339,690,87,256,123,583
"IL1A",116,11,72,67,52,38,37,21,80,150,103,81,101,38,333,96,76,49,33,194
"IL1B",16,4,7,11,3,22,33,3,27,18,16,7,12,10,44,125,7,13,1,27
"IL1RN",196,227,251,138,292,595,242,850,222,373,435,412,560,439,769,788,868,733,49,488
"PAX8",24,3,10,21,11,4,42,29,5,22,34,12,21,15,18,12,2,7,2,20
"FOXI3",0,7,0,0,3,0,0,0,0,0,0,0,0,0,12,3,0,0,0,1
"FABP1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CD8A",73,9,22,35,31,19,21,0,22,44,10,58,60,7,54,102,13,10,14,89
"MIR8843",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
"MAT2A",5953,4628,3210,3807,8812,6902,3986,2816,2439,8232,5372,2724,4500,3297,5624,5898,2638,5795,6102,5561
"LOC100687463",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,16,0,1,0,0
"REG3A",0,0,1,0,0,2,1,0,1,2,0,0,0,0,1,24,0,0,0,0
"TACR1",3,10,8,7,7,304,3,175,5,9,1,4,2,24,17,6,3,5,0,19
"HTRA2",1169,587,545,887,800,562,960,665,813,1201,1060,607,1446,903,863,1262,531,1327,1353,1281
"MIR8842",34,17,32,20,29,56,7,40,6,30,11,18,8,89,25,36,56,21,11,30
"NRAS",860,585,769,619,870,867,577,497,272,974,884,450,250,895,816,883,905,1242,326,917
"TSHB",0,0,0,0,0,1,3,0,0,1,1,0,0,0,0,4,0,0,0,0
"NGF",12,8,4,18,4,13,351,27,12,36,52,11,14,2,22,16,8,15,6,10
"CASQ2",2,10,3,0,2,1,4,0,43,215,16,27,6,2,7,3,0,2,1,582
"ATP1A1",11175,8174,10620,7979,13227,6146,7340,5212,17212,19342,13601,5213,16929,24012,27274,17813,27923,24644,7870,25044
"HSD3B2",1,9,12,0,53,14,0,0,0,0,0,34,2,0,0,2,0,0,1,33
"GJA5",92,138,178,154,100,268,838,215,297,528,998,128,131,385,208,214,471,981,34,178
"FCGR1A",157,35,89,125,67,331,364,682,556,432,1441,169,295,366,466,706,302,536,117,481
"MCL1",6745,2178,5734,4755,4061,4550,3511,2356,1924,11152,5217,3676,3885,7415,10582,9519,8830,10416,4597,10757
"CTSS",1697,574,937,1052,675,5352,4763,8186,3104,13436,12802,2008,1929,3345,5489,2825,2507,3815,1304,8248
"CTSK",4863,2562,1647,3097,2539,9918,18633,16558,12533,21668,37302,7275,7444,4000,5744,8287,5854,5390,1154,14503
"CDC42SE1",902,554,895,596,961,761,669,532,261,930,758,730,272,941,1089,1090,844,1062,486,796
"PIP5K1A",1918,1351,1288,1476,2059,1459,1758,918,1231,1982,1617,1018,1647,1780,2041,2253,1645,2079,1602,2147
"PSMD4",2300,2595,1316,1636,2596,1468,1681,2132,2851,3795,2917,1506,2196,2274,2031,2261,1824,2408,2163,2728
"CGN",4426,1034,3357,2170,4252,1,9,3,549,2253,981,781,2453,2412,4742,2703,1457,2729,4444,4884
"RIIAD1",223,109,73,174,247,15,81,45,118,308,132,227,243,179,204,162,79,140,137,258
"OAZ3",56,23,15,59,238,95,62,148,20,359,32,73,38,32,37,57,28,36,49,92
"SMCP",0,3,1,3,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"MIR8844",0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ADORA3",67,8,41,32,15,120,174,140,51,164,194,115,74,56,135,119,40,98,48,186
"SEC61G",993,841,513,740,745,583,665,681,2474,1833,1574,2079,1557,1076,727,1134,868,1174,788,961
"DLD",1736,1388,1248,1278,1365,2567,1031,3157,1442,3924,2161,1215,1338,2553,1806,1664,1670,2252,1256,2536
"CD36",1839,4631,4960,6346,2102,42052,2621,44400,1014,4245,4329,4492,307,1439,2266,5617,1002,770,4932,18947
"HGF",126,31,76,263,24,167,173,70,48,151,144,40,23,55,71,265,64,120,66,91
"HRAS",332,1199,309,414,1001,473,742,1056,696,814,506,646,518,422,334,475,296,337,349,499
"MIR210",1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"LOC610760",2323,2312,1254,1860,2298,2038,2254,5010,2564,3331,3039,1699,2108,1882,1649,2341,1076,1884,2387,2889
"MIR129-2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SLC1A2",278,50,254,204,113,13,23,7,103,187,72,74,198,269,283,223,98,189,173,202
"CD44",7565,5675,4124,4164,7327,2152,3468,816,2771,9430,5616,1583,6568,5922,9062,4844,8151,9055,2941,15835
"MIR1343",0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CAT",6599,3867,12290,6669,7508,9066,2421,12497,2648,13590,7990,5033,7002,9915,15812,8806,9584,9702,13347,13826
"CAPRIN1",9747,4417,6941,6339,5287,8420,2945,8148,4224,12055,8532,4202,6125,13884,9893,8726,13635,11832,6821,9460
"PAX6",3,4,1,2,9,8,2,0,23,3,24,1,33,15,3,0,7,8,2,12
"SELENOH",868,1064,494,898,995,448,1106,802,941,1287,617,1175,863,424,605,799,592,619,804,601
"ZDHHC5",1845,2328,1659,1309,2864,1717,2238,1557,1847,2394,2602,1182,1498,2604,2454,2694,2336,3052,1164,2548
"MIR130A",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"OR10AG65",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OR5I1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OR5L1C",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DLA-79",979,348,775,856,372,969,1567,435,1126,1509,622,972,2211,712,1357,1852,881,959,438,1411
"OR4S7",4,0,0,1,1,1,0,0,0,6,0,0,2,0,7,2,1,7,1,1
"MYBPC3",8,1,0,1,2,4,0,0,3,3,3,4,0,0,0,9,0,4,1,4
"ARHGAP1",1650,794,1169,1295,1245,1606,1404,1130,967,1992,2078,855,1307,1900,2211,2584,2265,2435,462,2111
"SLC35C1",235,100,173,132,141,132,158,166,211,236,325,96,108,310,335,248,317,413,80,220
"MIR8861",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CTSD",4858,4789,5308,5875,9374,7297,7586,16200,13270,14843,33250,3287,9583,14076,8328,11071,19031,28308,5393,40921
"H19",1007,72,14,670,298,91,5,413,1331,1714,17,420,28,15,10,35,19,27,87,2526
"IGF2",616,78,249,1437,200,148,96,279,30,397,29,176,21,59,181,1018,163,54,1710,377
"MIR483",2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"INS",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"TH",0,0,0,1,0,0,1,0,2,0,0,0,0,0,0,1,0,0,0,1
"MIR8859A",4,3,4,0,11,2,22,0,1,0,1,1,1,0,5,2,0,3,0,3
"MIR8859B",0,0,0,0,3,5,5,1,0,0,3,0,2,0,1,3,0,4,0,3
"MRGPRG",0,4,0,0,0,72,10,5,0,7,0,16,0,1,0,0,0,0,0,27
"MIR8860",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CCND1",1063,487,1476,612,1159,121,175,153,360,811,740,341,435,1075,1190,874,1206,1741,845,538
"MRGPRF",163,258,179,249,106,352,2572,496,737,534,900,252,244,36,274,389,22,153,41,374
"CPT1A",3655,1870,3017,2861,3780,2049,1859,1743,899,3060,2221,1406,1933,2528,4266,3239,2168,3932,3108,6587
"GAL",0,1,2,1,0,0,0,1,1,2,0,2,3,0,0,0,0,1,0,0
"NDUFS8",1695,1777,891,1384,2177,1384,1743,3412,2315,1760,2120,1942,1887,1450,902,1959,762,1471,1322,2283
"GSTP1",2569,2059,1620,1549,1573,3042,2342,5786,4097,2939,2735,2123,3200,5590,5190,3452,1919,3370,3814,4750
"PPP1CA",3475,2549,2085,2227,3108,2550,2509,4528,2904,4917,4054,2849,2214,2643,2447,3258,2266,2758,2732,3800
"CCS",560,580,382,502,598,789,1307,1092,608,590,892,574,797,789,764,825,312,583,373,910
"MIR8858",166,59,74,135,136,176,123,23,13,36,41,35,76,28,44,46,5,59,28,54
"MIR192",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MEN1",666,562,361,475,645,229,473,263,530,651,612,289,755,678,485,755,505,851,375,654
"SLC22A12",0,0,1,1,1,1,3,0,0,0,0,0,0,0,1,0,0,0,0,0
"ESRRA",416,315,330,336,652,539,545,765,682,439,721,324,415,722,397,658,592,735,231,723
"BAD",241,178,94,141,190,139,394,397,496,334,326,250,319,346,184,219,147,253,133,264
"OTUB1",1530,1344,850,963,1647,597,875,682,1232,1681,1615,1162,1256,1412,1278,1409,1178,1391,952,1527
"COX8A",2592,2391,1734,2297,2641,3187,1809,4998,3507,3382,3483,4054,2826,2551,1898,2567,1587,2458,1796,2913
"RTN3",4082,4019,3097,2796,3970,7512,2528,5946,3233,6118,4436,3251,3816,4319,4211,4411,3504,4763,2966,5412
"LGALS12",15,375,21,80,133,2319,98,2506,62,31,9,165,0,16,20,86,1,10,53,98
"SLC3A2",2499,2235,1382,939,2616,2495,1019,1381,2069,2230,1749,881,1802,1218,2233,2464,1432,3654,1519,3082
"FTH1",21061,32800,26268,43472,25412,39955,36750,68828,32781,44522,42057,22822,28806,49006,28574,47436,27101,32119,24912,59675
"BEST1",2,2,1,4,7,7,0,0,0,1,0,1,2,3,5,1,2,1,0,3
"PGA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0
"PTGDR2",2,1,0,4,2,8,7,0,0,2,0,4,0,0,0,3,0,8,2,7
"IL15",247,48,52,126,75,117,244,179,100,421,158,195,202,99,192,369,89,109,66,279
"UCP1",51,7,44,29,14,18,0,41,22,0,3,23,80,9,39,82,7,3,45,16
"CLGN",38,1,4,4,5,0,0,0,0,37,0,7,4,0,0,1,0,0,19,1
"SLC7A11",4,14,11,27,25,14,1,1,9,10,16,1,2,70,22,22,82,41,0,50
"MIR8857",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IL21",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IL2",1,0,0,2,0,2,0,0,0,2,0,11,4,0,0,12,0,0,0,0
"SMIM43",2,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1
"ANXA5",6650,8244,5731,6236,4303,23993,9381,44538,8558,15642,11371,8035,4686,8147,5962,8513,6608,6794,9631,13563
"PROC",1,1,4,0,4,1,1,4,1,0,0,0,1,1,2,0,1,0,3,0
"GYPC",112,593,205,328,130,1368,463,1846,128,676,267,588,250,316,334,469,69,172,87,540
"CNTNAP5",6,102,41,71,40,456,27,234,98,67,58,18,21,815,118,55,455,916,1,151
"TMEM185B",711,463,666,435,705,387,468,221,540,1582,846,610,594,765,872,1284,911,1032,1006,890
"EPB41L5",660,148,704,320,437,212,18,156,36,455,130,219,151,454,460,487,822,495,415,479
"DBI",4978,3830,4052,5784,5416,6244,2278,10300,4387,11592,5444,8413,12035,11073,4406,4163,4458,4285,10878,5610
"MIR128-1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CXCR4",1399,231,373,423,526,98,199,149,506,1361,1119,970,980,510,467,1899,509,767,1129,922
"CREM",208,159,158,218,164,348,387,387,354,492,421,290,357,774,523,352,387,409,144,363
"GAD2",0,0,1,1,1,1,1,0,13,3,5,0,1,0,0,0,1,1,0,0
"BMI1",576,223,461,394,253,489,200,269,284,1349,510,326,254,1455,812,1005,985,1091,330,865
"COMMD3",1832,816,777,962,1046,523,993,974,1161,2718,1528,1356,2095,1134,1101,1482,754,1179,1421,1841
"MIR8864-1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MIR8864-4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MIR8864-3",13,12,12,2,29,6,8,20,14,3,17,6,15,9,11,21,1,5,1,9
"HACD1",24,18,34,46,14,28,28,15,33,70,44,22,18,73,39,39,66,87,42,54
"ST8SIA6",1,6,31,15,41,5,2,0,57,7,54,24,6,207,33,87,246,146,8,52
"VIM",19538,90310,26430,40894,22420,190157,191561,141434,88901,99284,148511,64546,82505,175816,58009,53746,50671,66039,7998,88288
"CUBN",67,49,23,120,59,138,125,145,537,131,256,18,170,267,78,39,96,303,32,82
"SEPHS1",2441,1282,1569,1602,1499,1290,1191,1168,1290,3467,2111,1481,1324,2708,1726,2439,1782,2714,1578,2219
"LOC478000",4,0,0,0,0,19,4,6,0,4,0,1,2,0,3,1,1,2,0,11
"LOC478001",0,0,1,0,1,0,0,0,0,0,0,0,2,0,0,0,1,0,1,3
"IL2RA",207,21,54,49,36,24,16,14,24,68,27,42,78,44,202,104,91,59,18,121
"GDI2",3571,3035,2376,2961,3146,3759,3783,4001,3823,4798,4345,1858,3492,4581,3143,3769,3550,4479,3293,3906
"AKR1C3",19,5,4,1,2,0,0,0,2,7,0,1,2,633,1364,0,34,6,35,8
"SLC23A1",19,13,7,0,20,3,0,0,4,8,7,10,5,0,4,12,2,5,9,9
"ANKHD1",2803,1880,2381,2430,2981,1818,1472,1745,1042,2257,1743,693,1865,3029,3632,2337,2900,3323,1738,3182
"EIF4EBP3",673,1152,854,1329,1444,649,1320,1457,1094,1088,726,1048,1012,956,809,910,641,892,1393,1121
"NR3C1",519,384,841,768,461,1309,526,1104,260,477,553,218,125,951,808,694,688,817,267,758
"SPINK5",0,2496,5999,20,5877,0,2,2,22,28,7934,4028,44,6,116,0,103,652,0,6881
"GPX8",489,409,209,777,255,1265,2048,1111,4806,2696,4061,1421,1557,2259,797,854,1282,1609,236,1053
"MIR449A",0,0,0,1,0,0,0,0,0,1,2,0,0,0,0,0,3,0,0,0
"MIR449B",0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0
"IL6ST",2030,1706,3331,5676,1648,8319,4340,1796,2639,6639,3824,2072,3238,11469,5981,5970,5161,7012,1208,4862
"MIR582",0,0,1,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"HTR1A",0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,0,0,0,0,0
"AK6",195,148,129,162,204,230,154,162,393,624,363,243,213,410,328,258,302,330,119,312
"TAF9",703,653,378,424,591,460,534,413,989,1719,1095,1065,939,1092,773,1055,871,987,523,613
