"gene_id","SRR7819740","SRR7819751","SRR7819759","SRR7819764","SRR7819779","SRR7819802","SRR7819811","SRR7819835","SRR7819851","SRR7819862","SRR7819863","SRR7819866","SRR7819867","SRR7819869","SRR7819870","SRR7819871","SRR7819875","SRR7819885","SRR7819891","SRR7819893"
"OCLN",1440,437,977,547,1132,48,25,27,116,1703,569,654,530,754,1403,906,929,1053,1013,1550
"SMN",904,909,527,751,880,738,778,851,1043,1541,1050,1062,975,822,1044,1135,867,884,925,987
"BTF3",8637,8400,9494,6849,9489,6561,6022,12520,7502,16658,7910,12459,5283,11109,11409,12672,8985,7945,16018,11747
"MIR8813-2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MIR8818",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GOT2",2776,2246,1669,1993,2767,1853,3106,2769,3930,3668,3728,1737,3359,3986,1940,3238,2095,4003,1760,3479
"CNGB1",2,0,0,2,0,2,3,1,0,22,2,0,0,0,0,1,0,1,0,0
"CCL17",6,3,4,11,2,4,15,11,10,10,4,1,5,0,4,4,0,12,3,18
"CX3CL1",281,134,104,186,156,34,44,24,183,207,215,51,178,521,330,276,396,755,33,154
"MIR138B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MT1E",1998,2672,1153,660,2367,2890,669,1719,887,3233,1348,2887,7613,1712,3048,2268,3517,2315,941,1413
"MT2A",4159,7688,4330,4007,8176,7284,22008,4051,4539,11102,6244,7631,23380,7371,11137,12026,13688,8451,1866,5291
"MT4",0,2545,56,0,8051,0,0,0,6,7,0,974,5,0,4,2,0,1,0,262
"CES5A",7,22,47,3,41,1,0,0,4,12,9,33,4,14,20,0,32,55,0,25
"CES1",28480,12312,16979,9467,29815,318,64,294,4056,54293,7926,10326,21249,29588,43737,25291,12300,19780,20907,77746
"SLC6A2",3,33,2,4,31,23,44,0,28,4,14,9,3,28,0,1,40,7,0,13
"NOD2",301,155,139,180,264,209,293,127,182,250,245,120,342,350,363,1670,255,418,45,472
"AZIN2",135,86,65,158,85,150,310,239,184,177,263,109,190,374,239,256,63,127,112,106
"EPB41",1159,773,1370,940,1089,1835,475,2283,162,990,629,458,358,1215,1378,1296,1670,1002,559,1293
"TAF12",156,165,111,144,194,163,234,162,290,320,303,203,272,249,167,216,127,232,123,224
"RCC1",866,879,308,394,897,189,365,215,590,791,672,391,682,591,413,708,538,714,337,560
"SNHG3",378,460,209,320,519,122,310,46,248,679,375,272,565,203,277,419,149,334,412,394
"PTAFR",44,19,24,25,32,251,87,72,20,119,160,23,7,38,129,214,66,64,25,171
"SLC9A1",820,665,408,516,743,652,834,733,574,773,1011,218,618,823,733,891,741,1040,334,903
"HMGN2",5854,2868,2234,3031,3322,1757,1736,2707,4136,8728,5240,5964,5407,3797,4271,3751,2066,2842,4021,4027
"CD52",26,13,6,8,25,2,5,1,2,26,15,30,3,2,21,12,4,4,4,21
"MACO1",585,783,443,419,495,1584,731,2735,655,871,627,435,438,827,850,722,468,669,423,696
"RHCE",1,1,1,0,1,1,14,9,4,5,1,3,6,0,0,0,1,2,0,1
"CNR2",9,2,5,4,1,3,10,1,8,8,9,4,1,4,2,9,0,20,12,3
"FUCA1",7014,3250,3575,5638,4226,4300,8173,6493,7475,12591,9956,4676,7199,9477,7242,5958,6148,8047,5380,10552
"RPL11",30018,40230,27189,35294,43949,14891,27075,36504,30665,70455,35680,65308,43527,41392,32316,44406,27810,24217,39921,42734
"ID3",195,978,312,714,620,882,3623,1485,2016,843,1048,673,133,537,572,1079,298,1464,214,360
"MIR8897",24,19,12,16,25,19,16,14,1,11,14,8,8,47,25,33,25,36,8,24
"HTR1D",4,5,4,4,12,2,4,0,7,16,7,2,1,6,27,5,10,3,1,6
"CDC42",1984,2056,1290,1645,1850,2810,2787,3532,2606,4456,4388,2977,2083,2506,2380,2958,2137,3084,1238,3533
"ALPL",2781,173,499,3361,630,40,59,38,17718,4195,1766,857,1492,2672,1504,7682,1955,1978,658,1717
"DDOST",5642,3908,3382,4508,4480,3987,6725,5262,13199,4708,4676,4822,6289,6122,4276,6709,4413,6619,5697,8377
"TAS1R2",0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
"PADI6",1,5,2,0,6,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0
"SDHB",1592,1603,1072,1226,1687,1595,1191,2885,2322,2882,2241,1679,2021,1612,1561,1489,1292,1668,1089,2125
"CASP9",386,362,223,283,402,697,474,751,493,629,747,363,449,564,478,583,364,776,329,579
"PDPN",1010,1769,918,2130,1568,5049,6272,1143,668,3035,1631,2042,229,349,1032,4341,840,517,313,3258
"MIR8896",20,1,5,6,4,0,5,0,0,0,0,0,2,1,2,2,0,10,3,0
"MIIP",545,247,135,279,296,168,727,189,388,340,425,191,390,191,214,355,145,272,242,296
"MFN2",1744,1128,1323,1261,1353,1954,1229,3880,855,1934,1507,656,694,1858,1646,1887,1291,1876,848,2608
"PLOD1",5968,2545,3069,5471,3145,4284,5825,10330,15691,7774,23400,3099,15014,20879,5426,11196,14046,22646,3741,8057
"NPPA",1,0,1,3,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,1
"MIR8894",2,1,0,0,1,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0
"CENPS",174,134,60,96,139,75,128,109,177,314,214,164,151,156,103,141,87,154,67,128
"TXNRD3",744,1160,551,562,1277,688,620,994,1211,995,875,576,711,665,639,937,661,1007,617,900
"SEC61A1",7416,6176,7039,9382,6939,8053,11536,10206,26678,10831,15126,4524,8495,11491,6336,9303,8380,12206,8733,11765
"RAB7A",3956,1890,1816,1593,2684,3470,2436,3708,1775,4282,3084,2448,2197,3974,3628,3670,2948,4087,1361,3997
"CNBP",7254,6908,5774,5105,7260,6623,4424,6957,5689,14918,7600,8744,8686,9688,10346,9553,7039,7906,6788,10907
"ISY1",921,1014,474,697,919,581,1115,688,1456,1833,1580,1013,1148,1201,1061,1097,747,1042,752,1274
"SLC6A6",2277,2351,1398,2635,2041,3274,2453,4718,1891,1826,6772,717,3406,1974,1928,4914,3635,7180,1303,3085
"PPIAP4",311,554,309,249,339,155,375,215,284,495,459,602,486,240,276,307,216,339,235,411
"RPL26",12472,15187,11738,13472,15874,5340,8472,12041,11502,27750,12640,28023,21233,15898,14166,16594,11053,10451,19557,17036
"RHO",0,0,2,3,0,3,4,2,0,1,0,0,1,0,1,2,0,4,0,0
"RPL32",35497,47876,31930,42408,50045,20994,36720,61897,51854,84366,44106,88470,63217,54140,41158,50846,36207,29834,49839,49467
"PPARG",145,1426,205,716,435,6123,702,10065,433,471,223,916,127,205,423,417,91,142,273,882
"TIMP4",25,93,136,199,38,532,40,468,3,35,21,53,37,63,48,135,48,32,20,40
"TAMM41",404,462,224,353,423,282,286,276,378,596,316,352,382,390,431,376,294,324,358,406
"MIR885",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GHRL",7,3,1,4,3,2,1,0,0,0,0,0,2,1,0,29,0,4,1,0
"VHL",386,188,338,289,251,325,129,164,131,470,336,268,170,668,517,499,476,593,307,485
"THUMPD3",737,616,379,576,759,369,507,559,1162,1196,871,535,1196,730,783,646,597,702,783,878
"OXTR",279,32,122,783,170,5,1,1,28,352,315,87,139,490,94,159,1005,1083,121,320
"CAV3",0,0,0,6,2,0,1,0,10,98,0,44,0,0,0,2,0,3,0,311
"SETMAR",51,49,57,48,58,40,14,59,89,124,98,55,42,192,77,73,123,90,70,77
"MITF",127,144,149,190,73,864,196,668,33,200,229,154,47,144,306,420,132,237,62,361
"EOGT",939,408,951,719,669,406,271,115,100,661,794,256,511,1166,933,930,1262,1722,575,812
"FHIT",123,132,128,138,114,70,99,193,66,224,90,156,215,137,142,214,75,111,173,211
"CCDC66",1107,825,653,1029,1163,502,733,266,571,1544,866,475,1464,1126,1179,1130,747,1140,878,1181
"WNT5A",57,114,83,131,108,72,17,72,50,45,197,23,12,303,126,124,340,615,20,158
"SELENOK",1278,1214,778,1094,1249,911,1451,1549,1145,2772,1747,1997,1867,2151,1580,1597,1140,1501,945,1775
"PRKCD",1006,537,596,570,959,605,711,568,630,1666,1450,570,1037,1462,1320,2135,731,1446,559,1315
"MIR135A-1",6,4,11,8,11,5,10,3,3,12,3,2,8,6,6,7,1,7,7,4
"MIRLET7G",0,0,1,0,1,0,1,0,0,1,1,0,0,0,0,3,0,2,1,0
"TLR9",57,15,19,19,33,55,53,55,43,19,37,7,15,9,46,23,6,27,22,20
"MIR8800",49,25,33,34,34,33,51,16,20,45,35,9,19,30,18,56,27,78,24,58
"MIR8799A",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GNAI2",3638,2516,2292,4069,2193,5716,8364,5454,5722,6625,8259,3247,4002,5335,5798,7108,3842,6228,1872,6308
"GNAT1",12,31,3,19,21,23,125,0,21,8,18,3,12,11,8,42,9,25,3,15
"DAG1",4982,3781,2103,2760,3286,6948,2730,8324,1623,4349,4930,1912,5130,8070,4129,10465,6313,10647,1648,3980
"NICN1",956,348,339,459,611,541,693,189,160,663,669,242,430,326,447,735,280,1295,403,803
"AMT",1860,944,579,1173,1464,954,2583,480,834,1960,2099,361,2207,548,905,1872,363,2330,962,2214
"RHOA",5650,4193,3494,3769,4071,7364,6849,6597,3996,11404,9040,4968,5174,6343,6710,7184,6485,10046,3514,9782
"GPX1",6628,5868,4900,8207,5879,9775,10019,12191,10728,17237,16201,11328,8083,7481,8906,9814,6488,8174,4811,13349
"MIR191",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"MIR425",3,1,3,1,2,0,1,0,0,1,3,1,0,3,0,1,0,0,4,0
"COL7A1",1695,2615,874,744,2380,239,457,229,584,1285,8733,280,1256,957,1038,1336,916,1025,620,2339
"CAMP",14,0,1,38,4,3,3,893,0,1,1,78,0,0,4,979,15,2,22,2
"CDC25A",73,92,40,38,93,38,33,69,36,83,75,37,56,49,35,45,55,86,42,66
"PTH1R",476,772,89,328,219,1608,1017,1954,4339,256,127,294,151,149,107,325,17,82,148,243
"LTF",15708,4058,14119,19638,17472,223,703,880,177998,72294,52362,10204,14599,42558,76844,35412,94942,78538,5197,92133
"CCR5",103,19,55,35,17,103,62,91,42,155,360,43,44,100,219,153,62,209,44,114
"CCR3",4,0,5,2,1,3,4,0,1,5,14,12,1,6,2,5,1,9,1,0
"CCR1",195,32,62,56,78,454,261,406,408,462,1045,111,167,127,269,266,316,284,61,361
"CCR9",2,0,1,1,1,1,1,2,2,0,0,0,0,3,0,1,0,0,0,0
"MIR8801",6,1,2,2,1,2,0,0,2,0,1,0,0,0,2,1,0,3,0,0
"MEF2B",78,61,36,88,73,67,132,69,209,81,65,49,145,64,73,168,31,107,63,97
"MIR8803",3,0,2,1,1,0,0,0,0,0,6,0,0,0,0,0,0,8,0,1
"UBA52",16079,22650,13532,18311,23021,9839,20894,24748,28836,28609,22014,37865,25679,23215,18277,24294,14791,13721,19743,22594
"LSM4",1011,1054,560,693,1093,812,1160,1474,2394,1963,1572,1598,969,1124,1082,1234,916,1000,779,1433
"INSL3",1,0,0,0,1,1,1,0,0,0,0,1,1,0,2,1,0,1,0,0
"FAM32A",721,875,489,493,1078,504,813,785,1083,1296,909,856,605,1021,738,800,505,992,651,1018
"RAB8A",592,499,456,450,599,553,748,513,817,936,764,406,482,896,790,764,527,745,302,805
"AKAP8",1797,877,826,1135,1542,588,840,559,2070,1636,1171,572,1841,958,1287,1812,718,1938,2189,1865
"SLC1A6",18,20,15,2,17,0,0,0,65,24,13,18,38,330,80,10,5,37,0,45
"OR7A74",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ADGRE2",62,1,28,17,8,30,5,52,25,23,37,13,35,49,47,139,46,102,4,63
"ADGRE3",32,9,27,51,11,113,56,35,50,54,43,24,40,38,31,416,23,48,10,179
"ADGRE5",861,1162,1057,1403,831,3378,4151,3818,2185,2923,1741,603,1096,2045,1544,2763,1321,3098,634,3715
"PRKACA",503,414,334,428,379,866,492,1773,569,427,536,143,421,815,620,571,507,808,259,637
"MIR1199",9,8,4,4,11,0,2,4,1,1,0,3,3,0,5,0,0,0,1,4
"MIR181D",1,1,0,0,1,0,0,0,0,1,5,1,3,0,0,1,0,1,0,4
"MIR181C",0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,0,0,0,0
"MIR23A",1,8,1,0,4,2,7,0,0,13,3,3,2,5,10,19,0,4,0,9
"MIR27A",11,14,8,6,18,6,16,5,7,10,1,15,4,1,30,50,4,8,3,20
"MIR24-2",8,14,7,9,38,9,16,5,6,38,6,13,5,2,25,64,7,4,2,32
"RTBDN",0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RPSA",35126,35520,33813,44256,39844,12228,29818,28341,40360,61385,46131,49369,50882,39177,27520,39690,27521,28265,50346,40593
"ACP5",3313,249,311,358,478,1021,4276,2797,14856,2704,14127,2706,10988,798,368,1916,2628,1535,329,920
"EPOR",684,52,216,383,498,17,19,8,90,302,79,63,151,30,167,173,29,24,396,254
"MIR199-1",4,0,0,2,7,1,11,0,4,2,4,0,0,0,0,0,0,5,0,2
"ICAM1",2113,1298,1107,2388,1006,3127,7177,1569,1871,3809,2081,1952,3115,993,4769,10062,2770,3492,506,2534
"P2RY11",19,24,15,27,39,13,15,3,35,15,76,11,37,19,28,29,37,40,11,25
"PPAN",895,1200,515,941,1115,596,1202,868,2136,1394,1280,872,1269,998,751,1267,744,1003,1015,1254
"STXBP2",1896,1779,1042,1204,1968,1144,1066,2259,1453,2059,1823,1226,1817,1685,2021,2107,1413,1746,1723,2786
"CD209",123,1820,388,576,225,19437,55076,18574,506,5178,633,1440,14,191,787,236,318,202,107,3655
"CTXN1",14,64,16,17,27,32,192,2,13,25,7,18,28,3,5,5,4,6,0,11
"CCL25",10,7,1,6,3,5,19,0,10,11,7,5,9,6,40,14,7,6,5,2
"ADAMTS10",628,337,309,682,534,367,1496,385,1027,528,627,250,490,281,485,589,237,623,402,555
"EMR4",46,6,51,38,40,242,81,58,151,308,322,45,83,128,124,157,296,416,12,237
"ADGRE1",65,20,20,41,39,666,410,89,80,98,209,24,9,68,116,279,177,159,15,146
"TNFSF14",3,1,3,3,2,4,5,2,0,11,2,1,0,1,14,9,3,2,6,5
"CAPS",595,172,244,619,179,86,205,101,580,1243,1405,846,2237,3058,1397,1586,2498,2773,157,967
"FUT5",1,2,1,1,2,4,0,0,6,9,36,0,8,41,20,6,48,45,6,12
"MIR7-3",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MIR8804",45,25,34,55,39,6,30,4,20,49,13,35,11,10,14,8,13,20,11,17
"MAP2K2",1313,1223,995,1178,1418,1257,1442,1807,1461,1477,1311,840,946,1302,1145,1513,960,1221,1386,1817
"MIR8802",0,1,0,0,0,0,2,0,1,0,0,0,0,0,4,0,0,0,0,0
"TJP3",2778,1056,1454,2299,2132,20,54,8,427,2647,600,578,1599,623,1420,1400,751,899,2376,2667
"NCLN",1034,1199,681,961,1339,1232,1410,1727,1870,1334,1492,535,1210,1178,994,1370,1247,1720,934,1581
"GNA11",384,327,321,297,348,432,433,396,361,457,398,178,104,399,454,446,337,556,201,463
"SGTA",567,408,355,378,568,341,499,477,777,743,751,359,360,680,469,698,517,751,461,759
"LSM7",438,491,158,316,409,217,540,640,1062,706,688,609,671,405,386,461,352,475,417,471
"OAZ1",6384,7426,4026,5172,6338,11130,10848,15098,8340,12915,9054,10176,6195,6660,5844,9355,4849,5993,4554,9370
"AMH",16,19,0,9,7,3,10,0,7,6,0,0,6,1,0,1,0,8,2,4
"MIR8805",0,1,0,0,1,2,4,0,0,2,8,3,5,4,5,2,0,5,0,2
"KISS1R",3,1,1,0,5,0,0,0,1,3,0,1,1,3,0,0,1,1,0,0
"ELANE",11,3,1,4,0,1,9,610,3,3,1,12,0,1,0,12,0,0,0,0
"MADCAM1",6,2,2,55,7,0,42,5,18,43,2,7,4,2,1,49,5,9,28,12
"MIR8899",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PGR",473,52,185,123,264,26,13,1,37,570,231,254,460,337,1055,309,142,202,140,433
"MIR8812",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GPR83",29,38,21,28,78,25,32,6,10,18,38,26,6,24,45,47,33,93,7,27
"FOLH1",403,942,316,218,220,5171,1208,7479,350,1089,585,774,243,562,505,301,493,577,345,945
"TYR",2,0,0,0,0,1,1,1,7,1,2,0,5,0,0,1,1,0,0,0
"CTSC",12886,4678,16786,4502,17150,8103,13728,10603,7166,38108,12071,4711,10033,12028,23135,17480,5782,8773,9869,25963
"MIR708",0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"MIR1838",0,0,0,0,1,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0
"CLNS1A",791,658,523,526,737,624,554,809,756,1496,976,840,876,828,722,690,732,919,796,988
"SERPINH1",5230,3269,1813,7062,1831,6650,26820,5702,54003,14621,34310,4659,8138,9853,2941,5793,7222,14758,2366,5178
"RPS3",47848,54193,49518,54883,61750,20884,33809,48451,39441,75875,49405,75663,63894,64154,50467,61036,47437,41334,75867,60708
"MIR326",0,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SPCS2",1065,825,829,801,950,874,974,662,1383,2550,1848,1520,1087,1922,1733,1592,1479,1660,1114,1977
"UCP3",7,10,3,7,10,11,23,39,7,70,12,24,14,0,9,5,3,9,7,69
"UCP2",1082,958,737,946,882,3933,7588,10304,1004,2059,2945,1244,879,530,669,1578,482,1064,414,2566
"MIR139",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LRTOMT",418,262,220,276,317,113,223,177,216,658,251,310,409,389,302,326,162,251,261,391
"IL18BP",726,253,161,532,403,164,424,269,710,1123,750,395,830,415,585,1227,797,2090,188,586
"XNDC1",417,203,192,239,266,98,197,103,123,240,249,126,221,261,249,296,168,303,206,303
"TRPC2",111,44,34,75,81,21,42,6,29,64,55,19,77,60,51,83,14,62,67,101
"OR55B1",2,1,0,1,2,0,4,1,0,0,1,0,3,1,1,4,0,2,0,0
"OR51T1",0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0
"OR51P1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OR52J8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"COR52A16",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC480784",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC609402",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TRIM6",384,47,74,137,84,97,1,138,58,339,376,112,397,122,274,418,309,108,57,185
"TRIM34",326,59,156,281,141,250,192,170,54,237,280,53,113,396,667,513,333,460,71,319
"OR52P1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OR56B2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OR52N2G",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OR56A3C",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TPP1",633,395,664,451,589,1611,1018,1751,420,908,1486,190,296,1573,1428,1028,1125,1600,299,1791
"OR6B9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OR2D3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OR10A3",0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RPL27A",15832,17665,14648,16805,18130,7375,12843,16180,13492,35136,15991,27720,18685,18472,15001,20583,13198,12719,25260,21042
"ADM",297,860,192,421,298,2391,4590,3226,833,587,743,604,164,515,360,577,481,504,46,708
"MIR8810",24,18,12,8,25,38,7,99,1,9,26,7,7,50,39,27,50,63,14,41
"RNF141",391,168,449,244,253,739,217,672,62,449,306,248,153,723,662,459,560,621,334,427
"ZBED5",2108,878,1095,1163,1177,1007,881,432,808,2550,1426,692,1657,1449,1299,1715,839,1795,1039,1858
"DKK3",138,473,377,362,441,489,1479,28,609,1039,1425,383,135,142,1388,578,408,835,73,1081
"PTH",6,2,1,6,2,3,10,0,7,1,3,0,12,1,6,4,2,2,2,6
"CALCB",0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
"CRSP-3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CRSP-2",1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"CALCA",21,1,1,1,2,7,0,0,9,16,0,38,3,2,0,0,0,0,0,5
"KCNC1",0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,21
"TPH1",0,0,1,0,0,0,0,0,0,0,1,0,0,81,85,0,3,0,0,0
"SAA1",225,125,711,3409,2258,467,78,994,853,272,167,332,445,1376,635,1049,6084,346,1090,3451
"LDHC",0,0,0,1,0,4,0,4,0,5,1,1,1,4,0,0,0,1,7,0
"ANO5",65,6,63,23,35,84,13,16,416,114,68,23,16,111,123,112,62,31,15,267
"SLC17A6",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"SVIP",406,162,429,307,271,424,76,394,96,886,166,251,269,468,442,322,332,426,662,318
"CCDC179",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"BDNF",3,4,4,2,15,5,6,0,2,13,9,21,9,0,0,24,5,1,0,14
"MIR8811",169,92,73,40,89,61,32,66,65,65,36,32,22,41,51,102,47,151,60,148
"CBLIF",1,2,0,0,0,0,0,0,1,0,1,0,5,0,0,1,3,7,0,0
"MS4A2",38,10,50,135,24,336,168,43,70,315,55,306,12,15,107,296,27,16,26,230
"MS4A1",3,0,5,8,0,4,2,0,38,12,10,3,0,6,22,19,0,13,6,7
"MIR8813-1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ATP7B",528,376,494,287,800,205,352,207,258,342,388,130,339,530,661,341,356,659,409,553
"MIR15A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MIR16-1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MLNR",13,9,13,9,15,5,6,0,13,8,4,11,4,1,1,30,2,7,2,10
"HTR2A",0,1,2,2,1,17,0,6,5,6,33,6,0,1,7,35,8,10,1,0
"MIR8814",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MIR759",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CLN5",552,351,485,464,430,826,504,477,584,1217,1156,589,475,977,742,905,942,1211,308,859
"EDNRB",143,146,283,346,117,430,660,195,215,523,266,176,95,129,475,508,346,670,57,453
"MIR17",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MIR18A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MIR19A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MIR20A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MIR19B-1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"MIR92A-1",2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0
"DCT",0,448,8,0,157,0,0,0,33,0,0,18,0,0,3,4,0,0,0,15
"ABCC4",22,35,64,65,27,196,237,48,102,121,247,38,45,444,66,204,227,335,2,116
"DZIP1",337,936,313,1085,755,1689,2180,663,1671,1279,1737,457,1095,2401,670,1137,1362,2080,128,691
"SLC15A1",6,47,161,16,89,7,1,21,13,39,401,148,2,8,20,71,47,23,1,273
"BIVM",312,169,280,253,210,243,218,126,226,619,397,226,173,563,406,455,407,519,262,338
"SLC10A2",0,0,0,0,0,0,0,0,0,0,0,0,3,0,13,0,0,0,0,0
"EFNB2",86,214,193,227,377,174,268,42,49,141,265,135,54,109,240,285,301,297,28,238
"TNFSF13B",89,27,58,76,40,147,265,152,55,274,124,47,64,111,351,140,128,148,38,168
"F7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ATP4B",1,2,0,1,5,0,3,0,0,0,0,0,0,2,1,0,0,2,0,0
"MIR8807",6,0,1,3,0,0,0,0,1,0,0,0,1,0,0,1,0,1,1,3
"MIR138A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GLB1",849,726,593,882,800,2203,1580,2287,3568,2627,2680,1077,1162,1693,1326,1816,1010,1927,858,2203
"CCR4",12,5,10,5,2,5,4,0,2,19,7,5,10,5,11,18,2,7,4,7
"MIR128-2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MIR26A-1",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"SCN5A",22,7,0,0,11,591,2,413,16,8,2,18,19,25,24,82,4,4,2,12
"SCN10A",1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0
"CX3CR1",81,13,92,36,47,18,20,19,21,51,353,28,19,180,88,87,59,145,62,123
"RPL14",27049,33261,29554,32794,35535,12587,23213,26040,29424,63727,31062,45613,41563,33550,30166,37719,25015,23722,47738,37086
"CTNNB1",9897,8776,7830,8929,9888,8866,8065,5186,15149,16293,28074,4890,17492,47894,19290,14562,25331,37386,6029,15119
"POMGNT2",239,336,200,234,303,325,422,352,541,377,445,266,311,550,318,348,252,465,260,320
"MIR8806",2,1,0,3,2,1,1,0,1,0,1,0,1,0,2,1,0,1,1,0
"RPL15",23625,23143,23164,23792,24830,14617,15171,19797,20942,40831,24824,31812,35161,40912,25596,30271,26864,22276,27592,30118
"RAB5A",566,403,619,440,542,589,382,452,207,764,723,483,340,1287,967,887,1030,1390,385,850
"SLCO2A1",74,174,492,341,154,1062,515,236,228,402,713,85,461,2806,730,773,1074,1458,19,326
"CPB1",2,4,1,2,2,12,6,31,0,11,0,3,3,5,3,0,0,0,1,5
"SELENOT",2654,1714,2300,1829,2060,2640,1970,2006,2502,5879,3757,2812,2770,4491,2634,3340,3386,4105,1960,3361
"P2RY12",6,19,19,16,5,318,41,184,11,152,121,53,4,18,46,44,24,47,9,49
"P2RY1",17,76,88,42,45,52,17,44,22,13,27,35,1,9,5,22,7,26,17,51
"MME",7325,647,2405,3303,1745,272,718,737,1589,6130,1979,2265,5010,12252,18089,5552,2674,2901,1377,7234
"MIR8808",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"GMPS",1778,1559,1050,1098,1840,1413,1132,2618,1975,2361,1933,1385,2278,1579,1862,1806,1832,1707,1461,1864
"THBD",120,298,365,487,117,1901,973,470,256,602,439,260,48,111,569,607,237,440,21,569
"RRBP1",5529,4423,5207,7489,4695,5717,10421,5109,15360,9228,11894,1252,5435,9535,5258,5040,6278,8273,5016,8766
"SNRPB2",3213,1054,1261,944,1797,673,632,853,1572,4739,1629,1387,1883,1367,1062,1248,1174,1250,7171,1145
"SLC23A2",915,707,699,743,898,2273,755,3460,772,1385,1238,547,874,1234,1180,1365,1278,1720,459,1066
"PRNP",609,1839,1093,1281,1523,2919,1442,2095,389,1278,1878,993,515,2446,1690,1135,1999,2611,240,1975
"MIR103-2",1,0,2,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
